,price,beds,livings,wc,area,street_width,age,ketchen,ac,furnished,district,advertiser_type,review,onMarket,IsRent
1664,70000,3,1,4,160.0,36.0,0.0,True,True,False,حي قرطبة,agent,3.69,15,True
1665,50000,3,2,3,190.0,26.0,0.0,True,True,False,حي العارض,normal_marketer,4.28,17,True
1667,38000,2,2,3,200.0,15.0,5.0,True,True,False,حي الياسمين,owner,5.0,40,False
1671,34000,3,1,2,150.0,15.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.31,11,True
1673,18000,1,0,1,40.0,11.0,5.0,True,True,False,حي غرناطة,exclusive_marketer,4.67,116,False
1676,45000,3,1,2,150.0,25.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.43,42,True
1678,57000,4,1,3,160.0,35.0,0.0,True,True,False,حي النرجس,normal_marketer,4.07,48,False
1681,42000,3,1,2,350.0,16.0,0.0,True,True,False,حي العارض,owner,4.2,41,False
1684,40000,3,1,2,120.0,20.0,4.0,True,True,False,حي النرجس,exclusive_marketer,4.48,46,True
1685,75000,3,1,3,170.0,20.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.35,19,False
1688,20000,3,1,2,155.0,18.0,3.0,True,False,False,حي الرمال,owner,4.03,20,False
1692,50000,4,1,3,150.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,4.31,8,True
1695,22000,1,1,1,120.0,17.0,0.0,True,True,False,حي اليرموك,undefined,0.0,19,False
1698,50000,3,1,2,150.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,3.97,37,False
1700,40000,2,1,2,180.0,20.0,0.0,True,True,False,حي الياسمين,normal_marketer,3.75,18,True
1704,40000,3,1,2,130.0,21.0,0.0,True,True,False,حي العارض,owner,4.29,12,True
1705,95000,3,1,2,220.0,20.0,0.0,True,True,False,حي العارض,normal_marketer,4.34,83,False
1706,32000,3,1,2,160.0,15.0,2.0,False,False,False,حي العارض,undefined,4.28,31,False
1707,50000,3,1,2,150.0,20.0,0.0,True,True,False,حي العارض,owner,4.1,21,True
1711,30000,3,1,2,140.0,15.0,0.0,False,False,False,حي النرجس,normal_marketer,4.7,19,False
1712,28000,2,1,1,70.0,30.0,4.0,True,True,False,حي اليرموك,exclusive_marketer,4.33,21,False
1716,45000,4,1,2,200.0,18.0,3.0,True,True,False,حي النرجس,normal_marketer,4.58,31,False
1722,40000,3,1,2,150.0,15.0,0.0,False,True,False,حي العارض,normal_marketer,3.94,24,False
1725,25000,4,0,2,150.0,22.0,1.0,True,False,False,حي الرمال,normal_marketer,4.22,40,False
1727,70000,3,1,3,180.0,40.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.58,58,False
1728,17000,1,0,1,80.0,20.0,0.0,True,True,False,حي الياسمين,normal_marketer,4.22,6,True
1738,30000,3,1,2,350.0,15.0,2.0,True,False,False,حي المونسية,exclusive_marketer,4.34,76,True
1739,22000,3,1,2,200.0,18.0,0.0,False,False,False,حي الرمال,normal_marketer,4.17,8,True
1740,75000,3,1,3,166.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,3.75,33,False
1741,32000,2,1,2,150.0,19.0,0.0,True,False,False,حي النرجس,normal_marketer,4.29,16,True
1742,37500,3,1,2,150.0,15.0,3.0,True,False,False,حي النرجس,normal_marketer,3.75,4,True
1743,25000,3,1,3,150.0,20.0,4.0,True,False,False,حي المونسية,exclusive_marketer,4.08,42,True
1744,45000,3,1,2,150.0,19.0,0.0,True,True,False,حي النرجس,normal_marketer,4.67,20,False
1745,25000,3,1,2,150.0,20.0,1.0,True,False,False,حي القادسية,exclusive_marketer,4.08,21,True
1746,60000,4,1,3,350.0,20.0,9.0,True,True,False,حي العارض,normal_marketer,4.21,72,False
1747,41000,2,1,2,140.0,16.0,4.0,True,True,False,حي قرطبة,owner,4.39,28,False
1753,50000,2,1,2,140.0,30.0,0.0,True,False,False,حي قرطبة,exclusive_marketer,4.08,61,False
1754,20000,1,1,1,190.0,25.0,2.0,True,True,False,حي اليرموك,owner,4.49,167,True
1758,45000,3,1,3,200.0,25.0,2.0,True,False,False,حي النرجس,normal_marketer,4.52,16,True
1767,120000,3,2,3,150.0,36.0,0.0,True,True,True,حي الياسمين,normal_marketer,4.57,17,False
1769,38000,2,1,3,300.0,20.0,0.0,True,False,False,حي النرجس,agent,4.54,10,True
1771,40000,3,1,2,150.0,22.0,0.0,False,False,False,حي العارض,normal_marketer,4.44,30,False
1772,20000,3,1,2,150.0,20.0,0.0,False,False,False,حي الرمال,exclusive_marketer,4.19,30,False
1774,70000,3,1,3,155.0,36.0,0.0,True,True,False,حي غرناطة,normal_marketer,4.79,30,True
1778,70000,3,1,3,150.0,36.0,4.0,True,True,True,حي الياسمين,exclusive_marketer,4.41,22,True
1779,42000,3,1,2,300.0,28.0,0.0,True,True,False,حي الياسمين,exclusive_marketer,4.48,30,False
1780,80000,3,1,3,184.0,30.0,0.0,True,True,False,حي النرجس,owner,4.52,76,False
1783,50000,3,2,3,150.0,30.0,3.0,True,False,False,حي قرطبة,normal_marketer,3.97,35,True
1792,65000,4,1,3,170.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.31,18,False
1793,42000,3,1,2,160.0,21.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,33,False
1794,60000,4,1,2,205.0,16.0,2.0,True,True,False,حي قرطبة,exclusive_marketer,4.08,56,True
1806,35000,3,1,3,120.0,19.0,2.0,False,True,False,حي العارض,exclusive_marketer,4.08,29,True
1813,32000,3,1,2,150.0,20.0,0.0,True,False,False,حي اليرموك,exclusive_marketer,4.03,15,True
1818,35000,3,1,2,140.0,15.0,3.0,False,True,False,حي العارض,normal_marketer,4.08,73,True
1820,45000,3,1,3,200.0,20.0,2.0,True,False,False,حي النرجس,owner,5.0,11,True
1821,12000,1,0,1,50.0,19.0,8.0,False,False,False,حي اليرموك,owner,4.06,52,True
1824,75000,3,1,3,166.0,20.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.75,33,False
1834,40000,3,1,2,150.0,20.0,2.0,True,True,False,حي قرطبة,normal_marketer,4.52,2,True
1835,45000,4,1,2,195.0,29.0,0.0,True,True,False,حي النرجس,normal_marketer,4.28,14,True
1845,68000,3,1,3,146.0,15.0,0.0,True,True,False,حي الياسمين,agent,3.99,50,True
1847,70000,4,1,3,200.0,35.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.31,46,True
1848,70000,4,1,3,200.0,20.0,0.0,True,True,False,حي النرجس,agent,4.54,93,True
1851,45000,3,1,2,140.0,19.0,2.0,True,True,False,حي النرجس,exclusive_marketer,4.26,28,False
1858,23000,2,0,1,70.0,19.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,18,False
1862,30000,2,1,2,150.0,37.0,2.0,True,True,False,حي المونسية,exclusive_marketer,0.0,22,False
1868,50000,4,1,3,150.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,3.74,27,False
1872,75000,2,1,2,186.0,30.0,0.0,True,True,False,حي المونسية,exclusive_marketer,3.06,40,True
1875,110000,4,1,4,190.0,40.0,0.0,True,True,True,حي قرطبة,owner,4.63,147,False
1881,30000,3,1,2,150.0,15.0,2.0,True,False,False,حي اليرموك,exclusive_marketer,4.21,36,False
1887,28000,2,1,1,300.0,30.0,1.0,True,True,False,حي غرناطة,normal_marketer,4.38,52,True
1890,90000,3,1,2,170.0,30.0,1.0,True,True,False,حي الياسمين,owner,4.52,178,False
1892,25000,4,1,2,180.0,20.0,11.0,True,False,False,حي اليرموك,exclusive_marketer,4.0,11,True
1894,40000,3,1,3,250.0,20.0,3.0,False,False,False,حي العارض,normal_marketer,3.67,19,True
1896,26000,3,1,2,165.0,34.0,6.0,True,True,False,حي اليرموك,exclusive_marketer,4.26,37,False
1900,30000,2,1,1,80.0,15.0,4.0,True,True,False,حي غرناطة,exclusive_marketer,4.67,115,False
1910,37000,3,1,1,150.0,26.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,4.43,47,False
1911,45000,3,1,2,180.0,29.0,1.0,True,True,False,حي الياسمين,owner,4.17,156,False
1914,28000,1,1,1,50.0,27.0,4.0,True,True,False,حي الياسمين,owner,4.52,61,False
1917,25000,1,1,1,40.0,15.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,4.43,21,False
1919,35000,5,1,2,155.0,20.0,0.0,True,False,False,حي المونسية,normal_marketer,3.0,18,False
1921,75000,3,1,3,200.0,30.0,0.0,True,True,False,حي الياسمين,normal_marketer,4.28,19,True
1924,50000,4,1,3,150.0,16.0,0.0,True,True,False,حي العارض,owner,4.85,86,True
1927,65000,3,2,4,200.0,36.0,0.0,False,True,False,حي النرجس,normal_marketer,3.96,13,True
1930,27000,1,1,1,120.0,33.0,2.0,True,True,True,حي اليرموك,exclusive_marketer,4.43,40,False
1937,75000,3,2,4,155.0,30.0,0.0,True,True,False,حي قرطبة,normal_marketer,4.34,58,False
1941,22000,1,0,1,60.0,19.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.37,64,False
1942,70000,3,2,4,143.0,34.0,0.0,True,True,False,حي غرناطة,agent,0.0,59,False
1946,52000,2,2,3,141.0,35.0,0.0,True,False,False,حي الياسمين,owner,3.51,86,True
1953,36000,3,2,2,150.0,20.0,5.0,True,True,False,حي قرطبة,owner,4.5,33,False
1956,25000,3,1,2,200.0,20.0,0.0,True,False,False,حي الرمال,owner,0.0,34,False
1958,65000,4,1,3,160.0,36.0,0.0,True,False,False,حي المونسية,agent,4.5,77,False
1960,20000,1,0,1,70.0,26.0,3.0,False,True,False,حي الياسمين,owner,4.07,114,False
1962,34000,3,0,2,70.0,15.0,4.0,True,True,False,حي العارض,exclusive_marketer,4.55,142,False
1964,80000,4,1,3,250.0,25.0,1.0,True,True,False,حي الياسمين,normal_marketer,3.74,41,False
1965,85000,3,1,3,220.0,30.0,0.0,False,True,False,حي العارض,exclusive_marketer,4.0,25,False
1967,75000,4,2,3,320.0,25.0,0.0,True,True,False,حي النرجس,normal_marketer,3.74,58,False
1968,21000,3,1,2,200.0,17.0,0.0,True,False,False,حي الرمال,exclusive_marketer,4.46,40,False
1970,70000,3,2,3,200.0,42.0,0.0,True,True,False,حي المونسية,exclusive_marketer,4.26,32,True
1971,45000,3,1,3,200.0,15.0,2.0,True,False,False,حي النرجس,normal_marketer,3.74,9,True
1973,85000,5,1,3,200.0,36.0,0.0,True,True,False,حي النرجس,normal_marketer,4.47,41,True
1975,65000,3,1,3,130.0,36.0,0.0,False,True,False,حي الياسمين,exclusive_marketer,0.0,33,False
1977,50000,4,1,2,250.0,40.0,4.0,True,True,False,حي العارض,normal_marketer,4.58,26,False
1979,23000,1,1,1,50.0,16.0,4.0,True,True,False,حي اليرموك,owner,4.52,54,False
1980,75000,4,1,3,200.0,36.0,0.0,True,True,False,حي النرجس,owner,4.85,13,True
1986,35000,3,0,2,150.0,20.0,4.0,True,True,False,حي النرجس,exclusive_marketer,4.35,199,False
1989,28000,1,1,1,70.0,26.0,0.0,True,True,True,حي اليرموك,exclusive_marketer,4.43,56,False
1993,62000,4,1,3,165.0,36.0,0.0,True,True,False,حي النرجس,normal_marketer,4.07,48,False
1996,65000,3,1,4,147.0,15.0,0.0,False,True,True,حي المونسية,owner,0.0,3,True
1998,40000,3,1,2,150.0,16.0,3.0,True,True,False,حي النرجس,normal_marketer,4.67,27,True
2000,40000,3,1,3,120.0,20.0,3.0,True,False,False,حي الياسمين,exclusive_marketer,3.94,21,False
2001,38000,3,1,2,150.0,14.0,0.0,False,True,False,حي قرطبة,normal_marketer,3.94,11,True
2003,16000,1,0,1,40.0,21.0,0.0,True,True,False,حي العارض,owner,4.31,169,True
2004,35000,3,1,2,250.0,20.0,2.0,True,False,False,حي النرجس,owner,0.0,18,False
2010,25000,1,1,1,150.0,32.0,2.0,True,True,False,حي المونسية,agent,4.26,33,False
2012,32000,2,1,2,180.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.22,3,True
2014,45000,3,1,2,150.0,20.0,8.0,True,True,False,حي قرطبة,normal_marketer,4.19,23,False
2018,45000,4,1,2,150.0,19.0,1.0,True,True,False,حي النرجس,exclusive_marketer,4.08,39,False
2029,40000,2,1,3,120.0,15.0,0.0,True,True,False,حي العارض,owner,0.0,24,True
2030,65000,3,2,3,170.0,33.0,0.0,False,False,False,حي المونسية,exclusive_marketer,4.75,21,False
2034,28000,3,1,2,111.0,18.0,4.0,True,True,False,حي اليرموك,exclusive_marketer,4.12,32,False
2036,30000,2,1,2,140.0,30.0,4.0,True,False,False,حي اليرموك,agent,4.3,37,True
2038,21000,1,1,1,110.0,40.0,2.0,True,True,False,حي اليرموك,normal_marketer,4.31,19,True
2042,40000,3,1,2,135.0,20.0,0.0,True,True,False,حي العارض,owner,0.0,24,False
2049,70000,2,2,4,206.0,35.0,8.0,True,True,False,حي قرطبة,agent,4.8,49,False
2055,30000,3,1,2,120.0,17.0,0.0,True,False,False,حي المونسية,owner,4.03,49,False
2056,70000,4,1,3,134.0,36.0,0.0,True,True,False,حي العارض,normal_marketer,3.74,22,False
2057,90000,3,2,5,220.0,30.0,1.0,True,True,True,حي النرجس,agent,4.56,17,False
2058,30000,3,1,2,350.0,15.0,2.0,True,False,False,حي المونسية,agent,4.34,27,True
2061,45000,4,1,3,160.0,15.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,28,False
2064,75000,4,1,3,170.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.31,20,True
2067,32000,3,1,2,140.0,15.0,1.0,True,False,False,حي القادسية,owner,0.0,11,True
2068,22000,1,0,1,160.0,21.0,3.0,True,True,False,حي النرجس,owner,4.07,128,False
2074,30000,3,1,2,150.0,13.0,2.0,False,False,False,حي اليرموك,normal_marketer,4.19,14,True
2076,28000,2,1,1,100.0,32.0,5.0,True,True,False,حي غرناطة,agent,4.5,93,False
2082,78000,3,1,4,160.0,30.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.14,135,True
2087,40000,3,1,2,150.0,21.0,0.0,True,False,False,حي النرجس,normal_marketer,4.44,27,False
2092,65000,3,1,2,120.0,20.0,0.0,True,True,False,حي النرجس,owner,4.0,36,False
2093,40000,2,1,2,150.0,15.0,10.0,False,False,False,حي قرطبة,normal_marketer,3.74,29,False
2101,45000,2,2,2,160.0,20.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,39,False
2103,34000,3,1,2,200.0,20.0,5.0,True,True,True,حي غرناطة,owner,0.0,39,False
2106,65000,3,1,2,300.0,18.0,0.0,True,True,False,حي النرجس,normal_marketer,4.69,20,False
2107,78000,3,1,3,160.0,37.0,0.0,True,True,False,حي النرجس,normal_marketer,4.44,30,False
2119,75000,5,1,4,130.0,20.0,3.0,True,True,False,حي النرجس,exclusive_marketer,3.94,24,False
2120,32000,1,1,1,80.0,30.0,1.0,True,True,False,حي العارض,exclusive_marketer,4.43,9,True
2121,40000,3,1,2,150.0,15.0,1.0,False,False,False,حي العارض,normal_marketer,4.44,25,False
2127,70000,5,1,4,177.0,36.0,2.0,True,True,True,حي الياسمين,normal_marketer,3.5,30,False
2130,75000,3,1,3,190.0,36.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,30,False
2136,47000,2,1,2,150.0,17.0,7.0,True,True,False,حي النرجس,normal_marketer,4.44,23,True
2138,85000,3,2,3,280.0,15.0,2.0,True,True,False,حي الياسمين,agent,4.71,21,True
2142,30000,3,1,2,160.0,15.0,4.0,True,True,False,حي غرناطة,normal_marketer,3.74,33,True
2143,23000,1,1,1,60.0,22.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,27,True
2145,22000,1,0,1,120.0,6.0,1.0,True,True,False,حي العارض,undefined,0.0,19,False
2146,30000,4,1,2,130.0,21.0,12.0,False,False,False,حي اليرموك,exclusive_marketer,5.0,8,True
2150,78000,4,1,3,171.0,35.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.08,55,True
2155,50000,3,2,3,180.0,15.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,19,False
2157,40000,3,1,2,150.0,30.0,12.0,False,True,False,حي العارض,normal_marketer,4.28,92,False
2160,37000,3,1,2,150.0,27.0,0.0,True,False,False,حي النرجس,normal_marketer,4.79,3,True
2176,35000,3,1,2,250.0,20.0,2.0,True,False,False,حي الياسمين,owner,3.97,51,False
2182,26000,3,1,2,150.0,20.0,5.0,True,False,False,حي المونسية,normal_marketer,4.67,12,True
2189,30000,3,1,2,200.0,20.0,0.0,True,False,False,حي القادسية,exclusive_marketer,4.29,21,True
2192,23000,1,0,1,120.0,40.0,0.0,True,True,False,حي العارض,undefined,5.0,17,False
2195,55000,3,2,3,150.0,15.0,0.0,True,True,False,حي النرجس,owner,4.07,102,False
2196,75000,3,1,3,170.0,36.0,0.0,True,True,False,حي قرطبة,normal_marketer,3.74,9,True
2199,70000,5,1,4,180.0,38.0,0.0,False,True,False,حي غرناطة,exclusive_marketer,4.26,36,False
2200,25000,3,1,2,130.0,15.0,0.0,True,False,False,حي الرمال,owner,5.0,9,True
2203,80000,3,1,3,210.0,36.0,0.0,True,True,False,حي النرجس,normal_marketer,3.97,59,True
2204,75000,3,1,4,184.0,36.0,0.0,False,True,False,حي العارض,exclusive_marketer,5.0,64,False
2205,25000,1,1,1,60.0,20.0,5.0,True,True,False,حي المونسية,normal_marketer,4.35,46,True
2212,55000,3,1,2,180.0,35.0,0.0,True,True,False,حي النرجس,normal_marketer,3.69,14,True
2213,24500,3,1,2,160.0,20.0,10.0,True,True,False,حي اليرموك,normal_marketer,4.43,15,True
2214,80000,3,2,3,170.0,20.0,2.0,True,True,False,حي الياسمين,normal_marketer,4.29,41,False
2215,80000,3,1,3,134.0,30.0,0.0,True,True,False,حي النرجس,owner,4.43,16,True
2217,45000,3,1,2,152.0,20.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.74,86,False
2223,25000,1,1,1,60.0,25.0,5.0,True,True,False,حي المونسية,owner,4.52,61,False
2226,43000,3,1,2,155.0,30.0,0.0,True,False,False,حي قرطبة,normal_marketer,4.56,14,True
2227,80000,3,1,3,134.0,30.0,0.0,True,True,False,حي النرجس,owner,4.43,16,True
2229,75000,3,2,2,80.0,30.0,3.0,True,True,False,حي الياسمين,owner,0.0,26,False
2230,42000,3,1,2,150.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,4.31,40,False
2234,70000,3,2,3,154.0,36.0,5.0,True,True,False,حي الياسمين,owner,0.0,93,True
2237,40000,3,1,3,150.0,20.0,1.0,True,False,False,حي العارض,exclusive_marketer,4.31,37,True
2238,25000,1,1,1,80.0,27.0,0.0,True,True,False,حي المونسية,exclusive_marketer,4.43,46,True
2241,19000,1,1,1,150.0,25.0,4.0,True,True,False,حي اليرموك,agent,4.26,27,False
2242,40000,3,1,2,130.0,18.0,0.0,True,True,False,حي قرطبة,normal_marketer,4.06,2,True
2245,50000,4,1,3,190.0,20.0,0.0,True,True,False,حي العارض,normal_marketer,4.56,12,True
2248,35000,2,1,2,150.0,16.0,0.0,False,False,False,حي النرجس,exclusive_marketer,4.59,93,True
2249,1700,3,1,2,140.0,15.0,0.0,False,False,False,حي الرمال,normal_marketer,4.59,19,True
2251,36000,3,1,2,175.0,15.0,3.0,True,True,False,حي العارض,exclusive_marketer,4.56,9,True
2252,36000,3,1,1,110.0,25.0,3.0,True,True,False,حي اليرموك,owner,4.28,97,False
2257,70000,3,2,4,175.0,37.0,0.0,True,True,False,حي غرناطة,normal_marketer,4.29,24,True
2260,25000,2,1,2,150.0,20.0,3.0,True,True,False,حي المونسية,exclusive_marketer,4.08,23,True
2263,30000,3,1,2,140.0,20.0,0.0,True,False,False,حي المونسية,exclusive_marketer,4.58,168,False
2264,32000,3,1,2,135.0,16.0,5.0,True,False,False,حي النرجس,exclusive_marketer,4.26,22,False
2269,21000,1,1,1,55.0,29.0,5.0,True,True,False,حي قرطبة,exclusive_marketer,4.16,30,True
2270,35000,3,1,2,150.0,16.0,0.0,False,False,False,حي العارض,normal_marketer,4.85,11,True
2272,60000,2,1,3,125.0,30.0,0.0,False,False,False,حي القادسية,normal_marketer,4.34,74,False
2277,43000,2,1,1,250.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,4.39,18,True
2281,55000,3,2,3,300.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.31,22,True
2292,36000,3,1,3,250.0,21.0,1.0,True,False,False,حي النرجس,owner,3.97,18,False
2295,50000,3,1,2,144.0,15.0,0.0,False,True,False,حي قرطبة,normal_marketer,4.34,79,True
2299,65000,3,2,3,170.0,30.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.68,32,False
2305,32000,3,1,3,150.0,35.0,1.0,True,True,False,حي العارض,normal_marketer,3.75,48,False
2306,19000,1,0,1,70.0,32.0,2.0,True,True,False,حي النرجس,normal_marketer,4.15,169,True
2309,85000,3,1,3,196.0,30.0,0.0,False,True,False,حي قرطبة,exclusive_marketer,4.56,28,False
2315,45000,3,1,2,180.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,3.69,18,False
2317,55000,4,1,3,160.0,30.0,3.0,True,False,False,حي النرجس,exclusive_marketer,5.0,31,True
2319,22000,1,0,1,50.0,22.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.37,62,True
2320,40000,2,1,2,140.0,20.0,0.0,False,False,False,حي قرطبة,exclusive_marketer,4.3,20,True
2324,35000,3,1,3,250.0,23.0,0.0,True,True,False,حي العارض,owner,3.97,31,True
2328,42000,3,1,2,250.0,26.0,0.0,True,True,False,حي العارض,owner,3.97,24,False
2332,70000,4,1,4,180.0,20.0,10.0,True,True,False,حي النرجس,owner,5.0,20,False
2338,95000,3,1,4,140.0,36.0,0.0,False,True,False,حي العارض,owner,4.0,38,True
2346,70000,4,2,5,140.0,20.0,3.0,True,True,False,حي النرجس,exclusive_marketer,3.94,23,False
2348,23000,1,1,1,50.0,31.0,4.0,True,True,False,حي قرطبة,owner,4.52,52,False
2352,40000,3,1,2,150.0,20.0,0.0,False,False,False,حي العارض,exclusive_marketer,4.52,18,True
2356,30000,1,1,1,80.0,30.0,1.0,True,True,False,حي الياسمين,owner,4.15,179,True
2363,47000,3,2,3,220.0,25.0,5.0,True,True,False,حي النرجس,normal_marketer,3.74,41,False
2364,75000,5,2,4,170.0,25.0,0.0,True,True,False,حي قرطبة,owner,4.52,55,False
2365,135000,2,1,1,120.0,20.0,1.0,True,True,True,حي النرجس,normal_marketer,4.43,51,False
2368,25000,4,1,2,250.0,25.0,0.0,False,False,False,حي الرمال,exclusive_marketer,4.46,21,True
2374,23000,1,0,1,80.0,33.0,0.0,True,True,False,حي العارض,undefined,5.0,17,False
2375,60000,4,1,3,200.0,19.0,0.0,False,False,False,حي قرطبة,owner,4.85,41,True
2378,33000,3,1,2,150.0,15.0,2.0,True,False,False,حي العارض,normal_marketer,4.36,31,True
2379,80000,3,2,4,143.0,30.0,0.0,False,True,False,حي غرناطة,exclusive_marketer,4.34,53,False
2388,80000,4,1,3,132.0,25.0,0.0,True,True,False,حي غرناطة,exclusive_marketer,4.57,104,False
2401,24000,1,1,1,80.0,30.0,2.0,True,True,False,حي المونسية,exclusive_marketer,4.43,5,True
2405,45000,3,1,2,150.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,3.74,39,False
2407,130000,3,2,4,240.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,3.75,36,False
2408,29000,4,1,2,150.0,20.0,7.0,False,False,False,حي اليرموك,exclusive_marketer,4.09,41,True
2421,40000,3,1,2,160.0,15.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.35,24,False
2423,85000,4,1,4,280.0,36.0,0.0,False,False,False,حي العارض,normal_marketer,4.34,74,False
2425,50000,4,1,2,150.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,3.74,20,True
2429,35000,3,1,2,180.0,20.0,0.0,True,False,False,حي العارض,exclusive_marketer,4.56,20,False
2430,25000,3,1,2,150.0,20.0,0.0,False,False,False,حي المونسية,exclusive_marketer,4.35,14,True
2435,43000,3,1,3,250.0,20.0,0.0,True,False,False,حي النرجس,normal_marketer,4.84,136,False
2439,50000,3,2,2,250.0,15.0,0.0,True,True,True,حي النرجس,normal_marketer,3.0,79,True
2440,40000,3,1,2,120.0,20.0,0.0,False,False,False,حي النرجس,agent,4.59,8,True
2444,50000,3,1,2,130.0,16.0,0.0,True,True,False,حي العارض,normal_marketer,3.74,17,True
2449,36000,3,1,3,250.0,20.0,0.0,True,False,False,حي النرجس,owner,3.97,18,False
2450,90000,3,1,3,120.0,30.0,1.0,True,True,False,حي الياسمين,owner,4.52,29,True
2452,30000,3,1,3,160.0,20.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.39,67,False
2456,95000,3,1,3,175.0,30.0,0.0,True,True,False,حي الياسمين,normal_marketer,4.34,58,True
2462,22000,1,1,1,50.0,10.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,4.43,13,True
2463,23000,3,1,2,250.0,18.0,0.0,False,False,False,حي الرمال,normal_marketer,4.19,30,True
2465,36000,3,1,2,120.0,20.0,0.0,True,False,False,حي النرجس,normal_marketer,3.74,19,True
2471,50000,3,1,2,165.0,24.0,0.0,True,True,False,حي النرجس,owner,4.52,53,True
2477,70000,4,1,3,190.0,31.0,0.0,True,True,True,حي القادسية,exclusive_marketer,4.09,52,True
2481,41000,3,1,3,100.0,30.0,10.0,True,True,False,حي الفلاح,agent,4.76,13,True
2487,70000,3,2,4,170.0,35.0,2.0,True,True,False,حي النرجس,normal_marketer,4.35,88,False
2490,45000,4,1,3,178.0,15.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.26,12,True
2494,25000,2,1,2,170.0,15.0,13.0,False,False,False,حي المونسية,normal_marketer,4.17,5,True
2498,41000,2,1,2,90.0,14.0,9.0,True,True,False,حي قرطبة,normal_marketer,4.56,19,False
2503,25000,1,1,1,50.0,22.0,3.0,True,True,False,حي المونسية,owner,4.52,82,False
2515,60000,3,1,2,150.0,20.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,76,False
2519,75000,3,1,4,180.0,27.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.26,21,False
2531,55000,5,2,3,300.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,3.75,17,False
2532,31000,3,1,3,150.0,15.0,4.0,False,False,False,حي المونسية,agent,5.0,2,True
2534,45000,4,3,3,120.0,20.0,0.0,True,True,False,حي النرجس,exclusive_marketer,5.0,24,False
2545,31000,3,1,2,100.0,20.0,1.0,False,False,False,حي العارض,agent,4.59,27,False
2547,60000,4,1,3,300.0,15.0,0.0,True,True,False,حي النرجس,undefined,4.26,132,True
2548,80000,4,1,4,170.0,20.0,1.0,True,True,False,حي الياسمين,normal_marketer,4.31,30,True
2550,28000,3,1,3,150.0,34.0,0.0,True,False,False,حي المونسية,owner,4.03,47,False
2554,32000,3,1,2,150.0,20.0,5.0,False,False,False,حي اليرموك,owner,4.34,21,True
2557,25000,1,1,1,50.0,31.0,3.0,True,True,False,حي المونسية,owner,4.52,61,False
2558,35000,3,1,2,250.0,22.0,1.0,True,True,False,حي النرجس,owner,3.97,25,False
2559,35000,3,1,2,150.0,15.0,2.0,False,False,False,حي العارض,normal_marketer,4.44,5,True
2560,40000,2,1,3,120.0,21.0,0.0,True,True,False,حي العارض,normal_marketer,4.06,21,True
2564,35000,3,1,3,130.0,21.0,0.0,True,True,False,حي الياسمين,owner,4.47,2,True
2566,25000,1,1,1,100.0,30.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,3.4,43,False
2571,21000,3,1,2,150.0,18.0,1.0,True,False,False,حي الرمال,owner,4.5,59,False
2581,32000,2,1,2,180.0,15.0,2.0,True,True,False,حي العارض,normal_marketer,3.67,19,True
