,price,beds,livings,wc,area,street_width,age,ketchen,ac,furnished,district,advertiser_type,review,onMarket,IsRent
4958,30000,1,0,1,80.0,21.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.75,21,False
4959,38000,2,2,3,160.0,15.0,5.0,True,True,False,حي الياسمين,normal_marketer,3.74,5,True
4961,60000,3,1,2,180.0,15.0,2.0,True,True,False,حي النرجس,normal_marketer,4.67,14,True
4968,24000,3,1,2,320.0,15.0,0.0,False,False,False,حي القادسية,exclusive_marketer,4.0,16,True
4971,30000,3,1,2,150.0,30.0,0.0,False,False,False,حي اليرموك,agent,4.3,44,True
4975,28000,3,1,2,170.0,16.0,0.0,True,False,False,حي العارض,normal_marketer,4.06,6,True
4981,45000,3,1,2,176.0,35.0,4.0,True,True,False,حي النرجس,normal_marketer,4.29,21,False
4982,25000,3,1,2,100.0,16.0,10.0,False,False,False,حي الرمال,owner,4.22,37,False
4985,70000,3,1,3,160.0,30.0,0.0,True,True,False,حي العارض,normal_marketer,4.58,58,False
4989,70000,3,1,3,147.0,30.0,0.0,False,False,False,حي قرطبة,exclusive_marketer,4.54,64,True
4993,45000,2,1,2,170.0,16.0,7.0,True,False,False,حي النرجس,owner,4.44,47,False
4996,75000,3,1,3,180.0,29.0,0.0,True,True,False,حي العارض,normal_marketer,4.26,26,False
4997,37000,3,1,2,350.0,22.0,0.0,False,False,False,حي العارض,owner,4.2,29,True
5000,26000,3,1,2,130.0,20.0,4.0,True,False,False,حي المونسية,exclusive_marketer,4.09,46,False
5005,45000,3,1,2,200.0,20.0,4.0,True,True,False,حي قرطبة,exclusive_marketer,4.03,9,True
5014,50000,3,1,3,150.0,20.0,3.0,True,True,False,حي النرجس,exclusive_marketer,3.94,24,False
5019,26000,1,1,1,100.0,36.0,6.0,True,True,False,حي العارض,exclusive_marketer,4.5,81,False
5021,45000,3,2,2,250.0,12.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.69,12,True
5022,50000,3,1,2,350.0,24.0,0.0,True,True,False,حي قرطبة,exclusive_marketer,4.64,36,False
5023,35000,3,1,3,130.0,15.0,7.0,True,False,False,حي الياسمين,normal_marketer,3.75,48,False
5027,50000,3,1,2,154.0,17.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.34,17,True
5028,22000,1,1,1,80.0,35.0,3.0,True,True,True,حي اليرموك,exclusive_marketer,1.0,29,False
5030,90000,3,2,3,250.0,33.0,0.0,True,True,False,حي غرناطة,exclusive_marketer,4.54,26,True
5035,70000,4,1,4,220.0,30.0,1.0,True,True,False,حي النرجس,normal_marketer,3.94,19,True
5037,60000,3,1,3,133.0,30.0,0.0,False,False,False,حي النرجس,normal_marketer,4.21,52,True
5042,35000,3,1,2,200.0,20.0,0.0,True,True,False,حي الياسمين,normal_marketer,4.22,8,True
5052,65000,3,2,4,147.0,30.0,0.0,False,True,False,حي النرجس,agent,0.0,55,False
5057,37000,3,1,2,150.0,29.0,2.0,True,True,True,حي غرناطة,normal_marketer,4.28,21,True
5085,21000,3,1,2,130.0,15.0,0.0,True,False,False,حي الرمال,normal_marketer,4.48,28,True
5089,21000,1,0,1,120.0,20.0,3.0,True,True,False,حي الياسمين,owner,4.17,166,False
5090,65000,2,1,2,150.0,20.0,2.0,True,True,False,حي النرجس,normal_marketer,3.74,32,False
5092,75000,4,1,4,175.0,24.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.75,21,False
5094,39000,3,1,2,95.0,30.0,7.0,True,True,False,حي النرجس,owner,4.49,36,False
5095,70000,3,2,3,200.0,23.0,0.0,True,True,False,حي المونسية,exclusive_marketer,4.0,29,False
5097,60000,2,1,2,155.0,23.0,2.0,True,True,False,حي النرجس,normal_marketer,4.29,30,False
5099,78000,3,1,3,180.0,36.0,0.0,True,True,False,حي النرجس,normal_marketer,3.74,20,False
5100,35000,3,1,3,150.0,20.0,0.0,True,False,False,حي النرجس,normal_marketer,4.06,20,False
5106,80000,3,2,2,144.0,30.0,0.0,True,True,False,حي الياسمين,exclusive_marketer,4.54,65,False
5111,78000,3,2,3,200.0,24.0,0.0,True,True,False,حي النرجس,normal_marketer,4.39,30,True
5112,34000,3,1,2,250.0,25.0,0.0,True,True,False,حي النرجس,owner,3.97,17,False
5113,50000,3,1,2,100.0,24.0,0.0,True,True,False,حي قرطبة,exclusive_marketer,4.74,46,True
5115,30000,2,1,1,120.0,36.0,6.0,True,True,False,حي الياسمين,agent,1.0,34,False
5117,65000,3,1,3,140.0,21.0,0.0,True,True,False,حي العارض,normal_marketer,4.07,15,True
5123,55000,3,1,2,190.0,33.0,0.0,True,True,False,حي النرجس,normal_marketer,4.67,16,True
5128,28000,3,1,2,250.0,15.0,4.0,True,False,False,حي قرطبة,exclusive_marketer,4.39,14,True
5130,65000,3,2,4,180.0,30.0,0.0,True,True,False,حي الياسمين,normal_marketer,3.97,54,False
5143,75000,3,1,3,166.0,36.0,0.0,True,True,False,حي النرجس,normal_marketer,4.47,16,True
5149,35000,3,1,2,150.0,20.0,3.0,False,False,False,حي العارض,exclusive_marketer,4.52,18,True
5150,29000,1,1,1,190.0,23.0,2.0,True,True,False,حي الياسمين,owner,4.49,157,False
5155,75000,3,2,2,150.0,30.0,3.0,True,True,False,حي الياسمين,owner,0.0,73,False
5158,75000,4,1,3,180.0,39.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.75,19,False
5160,88000,4,1,4,183.0,40.0,3.0,True,True,False,حي الياسمين,owner,1.0,101,False
5161,38000,3,1,1,110.0,24.0,3.0,True,True,False,حي اليرموك,owner,4.28,97,False
5166,38000,3,1,3,150.0,15.0,7.0,False,False,False,حي المونسية,normal_marketer,3.74,14,True
5167,80000,3,2,3,154.0,36.0,0.0,True,True,False,حي العارض,normal_marketer,4.36,24,False
5168,37500,4,1,3,150.0,36.0,7.0,True,True,False,حي قرطبة,owner,4.6,17,False
5169,75000,3,1,3,206.0,38.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.54,35,False
5174,57000,4,1,3,140.0,30.0,0.0,True,True,False,حي النرجس,normal_marketer,3.97,48,False
5181,32000,3,1,2,250.0,16.0,5.0,True,True,False,حي النرجس,agent,4.54,12,True
5182,27000,3,1,2,150.0,30.0,5.0,False,False,False,حي اليرموك,agent,4.3,63,False
5183,23000,1,1,1,80.0,42.0,3.0,True,True,False,حي اليرموك,exclusive_marketer,4.54,28,True
5185,55000,3,1,2,200.0,36.0,0.0,True,True,False,حي النرجس,normal_marketer,4.69,16,True
5186,25000,2,1,2,150.0,24.0,5.0,True,True,False,حي الياسمين,exclusive_marketer,4.5,1,True
5189,28000,1,1,1,150.0,23.0,0.0,True,True,False,حي العارض,owner,4.17,133,False
5192,80000,3,2,3,150.0,36.0,1.0,True,True,True,حي الياسمين,owner,0.0,28,False
5194,78000,3,1,3,168.0,34.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.26,29,False
5195,70000,3,1,3,180.0,35.0,1.0,True,True,False,حي غرناطة,exclusive_marketer,4.46,30,False
5197,28000,2,1,1,350.0,39.0,2.0,True,True,False,حي اليرموك,owner,4.29,11,True
5200,80000,3,1,3,130.0,30.0,1.0,True,True,False,حي الياسمين,agent,4.54,65,True
5202,37000,3,1,2,165.0,22.0,0.0,True,True,True,حي غرناطة,normal_marketer,4.29,7,True
5206,19000,2,1,2,120.0,20.0,6.0,True,False,False,حي المونسية,exclusive_marketer,4.08,16,True
5207,42000,3,1,2,325.0,16.0,4.0,True,True,False,حي النرجس,agent,4.54,23,False
5210,40000,3,1,2,180.0,20.0,4.0,True,False,False,حي قرطبة,normal_marketer,4.19,10,True
5212,45000,3,1,2,160.0,20.0,7.0,True,True,False,حي النرجس,normal_marketer,4.37,21,False
5213,80000,4,1,3,202.0,22.0,5.0,True,True,True,حي الياسمين,exclusive_marketer,4.74,68,False
5214,25000,1,1,1,120.0,28.0,4.0,True,True,False,حي العارض,owner,4.5,126,False
5215,45000,3,1,3,160.0,15.0,0.0,False,True,False,حي المونسية,normal_marketer,3.74,8,True
5217,38000,3,1,2,150.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,3.94,6,True
5220,40000,3,1,2,200.0,15.0,4.0,True,False,False,حي الياسمين,agent,0.0,40,False
5221,32000,3,1,2,250.0,20.0,1.0,True,True,False,حي النرجس,owner,3.97,16,True
5222,45000,3,1,2,180.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,4.67,20,False
5227,65000,4,2,4,158.0,35.0,0.0,True,True,True,حي قرطبة,owner,5.0,56,False
5233,34000,2,1,2,120.0,15.0,3.0,True,True,False,حي النرجس,owner,3.67,24,True
5235,17000,1,1,1,50.0,16.0,3.0,True,True,False,حي المونسية,owner,4.52,62,False
5240,50000,3,1,2,300.0,15.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.7,75,False
5246,67000,4,1,3,180.0,20.0,0.0,True,True,False,حي الياسمين,exclusive_marketer,4.35,17,True
5250,75000,3,2,3,234.0,36.0,0.0,True,False,False,حي قرطبة,agent,4.68,18,True
5259,41000,3,1,2,140.0,20.0,0.0,True,True,False,حي العارض,exclusive_marketer,5.0,78,False
5268,35000,3,1,3,150.0,20.0,0.0,True,True,False,حي العارض,normal_marketer,3.92,25,True
5269,90000,3,2,3,261.0,20.0,0.0,True,True,False,حي غرناطة,exclusive_marketer,4.08,56,True
5274,31000,3,1,2,99.0,16.0,3.0,False,False,False,حي اليرموك,normal_marketer,4.36,15,True
5277,75000,3,1,3,100.0,35.0,0.0,True,True,False,حي المونسية,owner,3.67,21,False
5279,70000,3,2,2,200.0,20.0,0.0,True,True,False,حي المونسية,exclusive_marketer,4.08,52,True
5286,46000,2,2,2,150.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,3.43,22,False
5288,95000,4,1,3,250.0,30.0,0.0,True,True,False,حي العارض,owner,4.2,85,False
5289,26000,3,1,2,200.0,20.0,4.0,True,False,False,حي اليرموك,exclusive_marketer,4.6,22,False
5292,28000,2,1,1,150.0,32.0,2.0,True,True,True,حي اليرموك,owner,4.43,90,False
5294,110000,3,1,3,150.0,30.0,0.0,True,True,True,حي الياسمين,exclusive_marketer,4.4,27,False
5302,85000,4,1,4,280.0,36.0,0.0,False,False,False,حي العارض,normal_marketer,4.34,63,True
5306,40000,3,1,2,120.0,15.0,2.0,True,True,False,حي الياسمين,normal_marketer,4.08,21,True
5318,65000,3,2,3,150.0,37.0,2.0,True,True,False,حي النرجس,normal_marketer,4.75,17,False
5319,30000,3,1,3,150.0,16.0,0.0,False,False,False,حي العارض,owner,4.85,58,True
5325,29000,2,1,1,90.0,21.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,25,False
5326,27000,2,1,1,180.0,34.0,0.0,True,True,False,حي اليرموك,owner,4.49,40,False
5332,70000,3,1,3,170.0,36.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,53,True
5334,90000,3,2,3,261.0,36.0,0.0,True,True,False,حي غرناطة,normal_marketer,4.34,53,False
5336,40000,3,1,2,120.0,20.0,0.0,False,False,False,حي العارض,agent,0.0,37,True
5337,22000,1,1,1,60.0,14.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,6,True
5338,80000,3,2,2,220.0,20.0,0.0,True,True,False,حي الياسمين,normal_marketer,4.22,18,False
5340,70000,3,2,3,200.0,21.0,2.0,True,True,False,حي المونسية,normal_marketer,4.39,27,False
5341,25000,1,1,1,60.0,21.0,2.0,True,True,False,حي المونسية,exclusive_marketer,4.31,62,False
5342,74000,4,1,3,199.0,36.0,1.0,True,True,False,حي النرجس,normal_marketer,3.97,19,True
5345,60000,3,1,3,133.0,30.0,0.0,False,False,False,حي النرجس,normal_marketer,4.21,52,True
5346,75000,3,1,3,147.0,20.0,0.0,True,False,False,حي قرطبة,exclusive_marketer,4.08,58,True
5347,87000,5,1,3,216.0,37.0,10.0,True,True,False,حي الياسمين,normal_marketer,4.07,22,False
5348,35000,4,1,3,325.0,15.0,5.0,False,False,False,حي النرجس,agent,4.54,40,True
5351,55000,3,1,3,150.0,15.0,0.0,False,True,False,حي النرجس,normal_marketer,3.97,49,True
5353,27000,2,1,1,100.0,22.0,3.0,True,True,False,حي اليرموك,exclusive_marketer,4.31,79,False
5357,28000,3,1,2,200.0,15.0,4.0,True,False,False,حي العارض,exclusive_marketer,4.0,19,False
5365,48000,4,1,3,150.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,4.85,83,True
5366,25000,1,1,1,80.0,26.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,4.43,39,True
5367,3600,2,1,2,120.0,20.0,7.0,True,False,False,حي النرجس,normal_marketer,4.65,15,True
5375,47000,2,1,2,150.0,19.0,7.0,True,True,False,حي النرجس,normal_marketer,3.74,23,True
5381,38000,2,1,1,200.0,38.0,4.0,True,True,False,حي العارض,agent,4.26,33,False
5384,35000,3,1,3,140.0,15.0,3.0,True,False,False,حي العارض,exclusive_marketer,4.55,31,True
5393,35000,5,1,2,110.0,20.0,5.0,True,False,False,حي المونسية,normal_marketer,4.14,16,True
5394,38000,3,1,3,140.0,20.0,3.0,True,True,False,حي الياسمين,owner,4.29,8,True
5395,30000,3,0,2,150.0,20.0,1.0,False,False,False,حي النرجس,agent,4.25,19,False
5402,55000,2,2,2,170.0,20.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,24,False
5405,70000,4,1,3,170.0,33.0,0.0,True,True,False,حي النرجس,normal_marketer,3.94,18,False
5406,33000,3,2,3,300.0,20.0,1.0,False,False,False,حي العارض,owner,3.17,33,True
5411,36000,3,1,2,120.0,20.0,6.0,True,True,False,حي النرجس,normal_marketer,4.65,16,True
5413,40000,2,1,2,150.0,18.0,0.0,True,False,False,حي العارض,normal_marketer,4.07,24,True
5416,85000,5,1,3,200.0,20.0,0.0,True,True,False,حي النرجس,owner,4.85,55,False
5424,18000,1,1,1,50.0,30.0,0.0,True,True,True,حي اليرموك,exclusive_marketer,4.59,25,False
5425,60000,4,2,4,180.0,15.0,0.0,True,True,False,حي الياسمين,exclusive_marketer,4.43,137,False
5430,95000,4,1,4,240.0,30.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.0,30,False
5433,27000,3,1,3,170.0,15.0,7.0,True,True,False,حي المونسية,exclusive_marketer,4.5,40,False
5437,60000,2,2,3,200.0,30.0,1.0,True,True,False,حي النرجس,exclusive_marketer,4.69,51,False
5439,65000,3,2,3,145.0,37.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.54,82,True
5440,22000,3,1,2,200.0,18.0,0.0,False,False,False,حي الرمال,exclusive_marketer,4.46,21,True
5443,75000,3,1,3,166.0,20.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.52,15,True
5446,55000,3,0,3,160.0,15.0,5.0,True,True,False,حي الياسمين,normal_marketer,3.86,26,True
5447,55000,3,1,2,140.0,28.0,0.0,True,True,False,حي النرجس,normal_marketer,4.79,23,False
5457,67000,4,1,3,170.0,19.0,0.0,True,True,False,حي غرناطة,normal_marketer,4.31,5,True
5458,35000,3,1,2,120.0,15.0,5.0,True,False,False,حي الياسمين,agent,4.55,17,False
5462,65000,4,1,3,175.0,38.0,0.0,True,True,False,حي النرجس,normal_marketer,4.29,16,True
5463,34000,3,1,2,140.0,15.0,1.0,True,True,False,حي العارض,owner,5.0,9,True
5466,70000,3,2,3,200.0,30.0,0.0,False,True,False,حي المونسية,exclusive_marketer,4.09,56,False
5474,30000,3,1,2,130.0,20.0,2.0,True,False,False,حي العارض,exclusive_marketer,0.0,34,False
5483,34000,3,1,2,130.0,15.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.26,5,True
5486,75000,4,2,2,150.0,25.0,3.0,True,True,False,حي الياسمين,owner,4.57,25,False
5487,34000,3,1,2,150.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,4.31,3,True
5489,50000,3,1,3,150.0,15.0,5.0,True,True,False,حي قرطبة,normal_marketer,4.23,31,True
5490,60000,5,1,3,200.0,20.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.06,18,False
5492,34000,3,1,2,120.0,15.0,2.0,True,True,False,حي العارض,normal_marketer,4.08,2,True
5493,24000,1,1,1,150.0,32.0,0.0,True,True,False,حي العارض,agent,4.26,33,False
5494,75000,4,1,3,143.0,30.0,0.0,False,True,False,حي غرناطة,exclusive_marketer,4.6,58,False
5496,38000,3,1,2,100.0,20.0,0.0,True,False,False,حي العارض,normal_marketer,4.67,4,True
5498,20000,1,1,1,170.0,38.0,4.0,True,True,False,حي اليرموك,agent,4.29,17,True
5503,16000,1,0,1,100.0,32.0,0.0,True,True,False,حي المونسية,owner,4.49,49,True
5505,50000,3,1,2,100.0,20.0,0.0,True,True,False,حي قرطبة,undefined,4.74,95,True
5506,95000,4,2,4,216.0,24.0,11.0,True,True,False,حي الياسمين,normal_marketer,3.75,20,False
5507,55000,3,1,3,158.0,20.0,1.0,True,True,False,حي النرجس,owner,0.0,33,True
5511,60000,3,1,3,200.0,40.0,0.0,False,True,False,حي العارض,owner,4.58,68,False
5512,19000,1,0,1,80.0,32.0,2.0,True,True,True,حي اليرموك,exclusive_marketer,4.43,84,True
5515,35000,3,1,2,160.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,4.28,20,False
5516,27000,1,1,1,50.0,21.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,4.43,27,False
5518,80000,3,1,3,180.0,36.0,0.0,True,True,False,حي النرجس,normal_marketer,4.85,29,False
5522,40000,3,1,2,208.0,32.0,9.0,True,True,False,حي اليرموك,exclusive_marketer,4.43,93,True
5524,18000,1,0,1,70.0,41.0,0.0,True,True,False,حي غرناطة,owner,3.82,163,False
5527,35000,3,1,2,110.0,16.0,4.0,True,True,False,حي النرجس,exclusive_marketer,4.5,66,True
5535,30000,3,1,2,120.0,15.0,4.0,True,False,False,حي قرطبة,agent,4.5,82,False
5537,45000,3,1,2,150.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.31,39,False
5538,22000,1,1,1,70.0,15.0,7.0,True,True,False,حي قرطبة,normal_marketer,4.78,10,True
5546,45000,3,1,3,160.0,20.0,1.0,True,False,False,حي النرجس,normal_marketer,4.47,32,True
5548,17000,1,0,1,40.0,13.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,25,False
5550,40000,3,1,2,160.0,20.0,3.0,True,True,False,حي قرطبة,normal_marketer,3.43,1,True
5551,45000,3,1,3,300.0,20.0,7.0,True,True,False,حي النرجس,normal_marketer,4.87,7,True
5553,65000,3,1,3,180.0,36.0,1.0,True,True,False,حي النرجس,exclusive_marketer,4.35,82,False
5554,70000,3,1,3,170.0,30.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.38,25,True
5555,70000,4,1,3,170.0,36.0,0.0,True,True,False,حي المونسية,agent,4.5,76,False
5563,125000,3,2,3,116.0,30.0,0.0,True,True,False,حي قرطبة,owner,4.34,120,False
5566,65000,3,2,3,200.0,13.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.69,27,False
5567,40000,3,1,2,160.0,25.0,5.0,True,True,False,حي النرجس,owner,5.0,43,False
5578,100000,3,1,3,175.0,30.0,0.0,True,True,False,حي الياسمين,normal_marketer,4.34,64,True
5580,45000,1,1,2,150.0,27.0,0.0,True,True,False,حي قرطبة,owner,4.69,29,False
5582,70000,3,1,3,116.0,38.0,0.0,True,True,False,حي قرطبة,exclusive_marketer,4.77,55,True
5584,35000,3,1,2,250.0,23.0,2.0,True,True,False,حي الياسمين,owner,3.97,17,False
5587,90000,3,1,4,180.0,36.0,1.0,True,True,False,حي الياسمين,exclusive_marketer,4.26,13,True
5589,70000,4,1,4,300.0,35.0,0.0,True,True,False,حي النرجس,normal_marketer,4.87,12,True
5590,24000,3,1,2,200.0,25.0,0.0,True,False,False,حي الرمال,exclusive_marketer,4.29,12,True
5594,85000,3,2,3,200.0,35.0,1.0,True,False,False,حي النرجس,exclusive_marketer,4.54,39,False
5598,95000,3,1,2,120.0,20.0,3.0,True,True,False,حي النرجس,exclusive_marketer,3.94,25,False
5602,60000,3,1,2,180.0,25.0,0.0,True,True,False,حي النرجس,normal_marketer,4.75,16,False
5606,85000,3,1,3,165.0,36.0,1.0,True,True,False,حي الياسمين,undefined,3.69,9,True
5611,85000,3,2,3,280.0,15.0,2.0,True,True,False,حي الياسمين,agent,4.71,29,True
5613,48000,3,2,3,180.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.22,68,True
5614,48000,3,1,2,150.0,20.0,0.0,True,True,False,حي قرطبة,normal_marketer,3.43,18,True
5620,30000,2,0,1,90.0,31.0,6.0,True,True,False,حي غرناطة,owner,3.82,203,False
5623,70000,4,1,3,134.0,30.0,1.0,True,True,False,حي العارض,normal_marketer,4.34,60,False
5625,50000,3,2,4,250.0,37.0,3.0,True,True,False,حي قرطبة,exclusive_marketer,4.39,18,False
5635,35000,1,1,1,80.0,37.0,3.0,True,True,False,حي الياسمين,exclusive_marketer,1.0,22,False
5636,85000,4,1,4,280.0,36.0,0.0,False,False,False,حي العارض,normal_marketer,4.34,74,False
5639,27000,2,1,1,200.0,30.0,4.0,True,True,False,حي اليرموك,agent,4.26,28,False
5642,45000,3,1,3,200.0,20.0,0.0,True,True,False,حي المونسية,exclusive_marketer,4.03,12,True
5643,75000,4,1,4,183.0,30.0,0.0,True,True,False,حي العارض,agent,5.0,63,False
5651,57000,4,2,3,160.0,35.0,0.0,True,True,False,حي الياسمين,normal_marketer,4.07,14,True
5668,26000,3,1,2,140.0,20.0,3.0,True,False,False,حي المونسية,agent,4.3,63,False
5671,34000,3,1,2,150.0,20.0,0.0,True,True,True,حي غرناطة,normal_marketer,3.43,16,False
5673,85000,4,2,3,280.0,15.0,2.0,True,True,False,حي الياسمين,agent,4.71,7,True
5676,35000,4,1,2,180.0,19.0,11.0,False,False,False,حي المونسية,normal_marketer,4.28,46,False
5678,55000,2,1,2,100.0,36.0,0.0,True,True,False,حي الياسمين,exclusive_marketer,4.89,98,True
5690,43000,3,1,2,120.0,18.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.08,54,True
5691,2000,3,1,2,135.0,20.0,1.0,False,False,False,حي الرمال,agent,4.72,58,False
5696,80000,3,2,3,200.0,36.0,0.0,True,True,False,حي النرجس,owner,4.85,32,False
5697,35000,3,1,1,120.0,21.0,2.0,True,True,False,حي العارض,exclusive_marketer,4.08,19,True
5701,130000,5,1,4,160.0,30.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.54,138,False
5704,65000,4,1,3,160.0,36.0,2.0,True,True,False,حي الياسمين,normal_marketer,4.06,24,True
5706,35000,3,1,3,150.0,15.0,4.0,True,False,False,حي العارض,normal_marketer,3.97,53,True
5710,43000,3,1,2,140.0,20.0,3.0,True,True,False,حي العارض,exclusive_marketer,3.94,9,True
5721,25000,3,1,2,120.0,15.0,0.0,False,False,False,حي الرمال,normal_marketer,4.46,18,True
5723,23000,1,1,1,50.0,25.0,4.0,True,True,False,حي النرجس,owner,4.52,95,False
5724,28000,1,1,1,60.0,24.0,2.0,True,True,True,حي اليرموك,exclusive_marketer,4.31,96,False
5725,28000,1,1,1,80.0,30.0,2.0,True,True,True,حي اليرموك,owner,4.37,56,True
5731,42000,3,1,2,150.0,15.0,0.0,False,True,False,حي المونسية,exclusive_marketer,4.35,13,True
5736,40000,3,1,2,150.0,15.0,1.0,False,False,False,حي العارض,normal_marketer,3.97,21,False
5740,17000,1,1,1,120.0,30.0,8.0,True,True,False,حي غرناطة,normal_marketer,3.61,54,False
5742,5000,3,1,2,160.0,20.0,0.0,True,True,False,حي النرجس,exclusive_marketer,3.95,4,True
5746,26000,3,1,2,110.0,20.0,3.0,False,False,False,حي المونسية,exclusive_marketer,4.12,17,True
5748,47000,3,1,2,140.0,30.0,0.0,True,False,False,حي قرطبة,normal_marketer,3.97,33,True
5749,50000,2,1,2,89.0,36.0,3.0,True,True,False,حي العارض,exclusive_marketer,4.0,10,True
5760,25000,3,1,2,150.0,15.0,8.0,False,False,False,حي المونسية,normal_marketer,3.67,17,True
5763,65000,4,2,3,150.0,20.0,0.0,False,False,False,حي المونسية,normal_marketer,4.34,82,False
5764,32000,3,1,3,150.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,3.75,48,False
5766,30000,3,1,2,150.0,20.0,1.0,False,True,False,حي العارض,owner,4.29,4,True
5769,65000,3,1,2,155.0,29.0,0.0,True,True,False,حي النرجس,normal_marketer,4.29,22,False
5776,115000,5,2,5,280.0,15.0,0.0,True,True,True,حي الياسمين,owner,5.0,73,False
5777,35000,2,1,2,150.0,33.0,0.0,True,True,False,حي النرجس,exclusive_marketer,3.4,40,False
5779,2950,3,1,2,120.0,15.0,2.0,True,True,False,حي النرجس,agent,4.79,31,True
5780,22000,1,1,1,100.0,25.0,5.0,True,False,False,حي اليرموك,exclusive_marketer,4.63,36,False
5782,35000,3,1,2,200.0,13.0,0.0,False,False,False,حي النرجس,owner,4.85,55,False
5783,90000,4,1,3,176.0,25.0,1.0,True,False,True,حي العارض,agent,4.54,50,False
5784,55000,2,2,2,200.0,35.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.69,16,True
5788,70000,4,1,3,150.0,20.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.35,23,False
5791,45000,2,1,2,200.0,20.0,0.0,True,True,False,حي العارض,agent,4.18,26,False
5792,45000,3,1,2,150.0,18.0,0.0,False,True,False,حي المونسية,exclusive_marketer,4.31,16,True
5793,22000,1,1,1,60.0,14.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,6,True
5796,21000,1,1,1,120.0,40.0,7.0,True,True,False,حي اليرموك,normal_marketer,4.43,84,True
5797,65000,4,1,3,139.0,30.0,0.0,True,True,False,حي النرجس,owner,4.59,48,False
5801,47000,3,1,3,180.0,16.0,2.0,True,True,False,حي النرجس,normal_marketer,4.67,19,True
5803,30000,1,1,1,80.0,30.0,0.0,True,True,False,حي اليرموك,normal_marketer,4.43,97,False
5804,40000,3,1,2,150.0,15.0,0.0,False,False,False,حي العارض,owner,4.85,30,False
5807,37000,3,1,2,150.0,30.0,2.0,True,False,False,حي الياسمين,normal_marketer,4.79,29,True
5808,30000,1,1,1,100.0,32.0,0.0,True,True,False,حي الياسمين,exclusive_marketer,3.4,34,False
5809,35000,1,1,1,80.0,36.0,3.0,True,True,False,حي الياسمين,exclusive_marketer,1.0,22,False
5813,20000,3,1,2,200.0,20.0,0.0,False,False,False,حي الرمال,exclusive_marketer,4.58,87,True
5816,40000,3,1,2,150.0,15.0,0.0,False,False,False,حي النرجس,normal_marketer,3.97,27,False
5824,60000,4,1,3,160.0,36.0,10.0,True,True,False,حي الياسمين,exclusive_marketer,5.0,12,True
5825,65000,3,2,3,200.0,14.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.69,51,False
5831,80000,3,2,3,150.0,34.0,0.0,True,True,False,حي الياسمين,normal_marketer,3.74,7,True
5836,35000,3,1,2,120.0,17.0,2.0,True,True,False,حي العارض,exclusive_marketer,4.08,19,True
5837,33000,3,1,2,180.0,15.0,3.0,True,True,False,حي العارض,exclusive_marketer,4.45,56,True
5841,60000,3,1,3,142.0,30.0,0.0,True,True,False,حي المونسية,exclusive_marketer,4.5,28,False
5843,35000,4,1,2,150.0,15.0,3.0,False,False,False,حي العارض,normal_marketer,4.22,94,True
5853,30000,3,1,1,120.0,20.0,6.0,False,False,False,حي العارض,normal_marketer,4.65,10,True
5855,46000,3,1,2,200.0,15.0,1.0,True,True,False,حي النرجس,normal_marketer,3.94,18,False
5860,27500,3,0,2,110.0,20.0,1.0,True,False,False,حي العارض,owner,5.0,4,True
5864,35000,5,1,2,150.0,36.0,12.0,True,False,False,حي غرناطة,owner,4.06,62,True
